160	199	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
202	375	222
160	160	128
205	370	222
160	160	128
207	365	222
211	362	222
214	362	222
219	364	222
160	160	128
216	311	222
160	160	128
219	313	222
160	160	128
223	313	222
225	312	222
228	311	222
231	310	222
233	308	222
236	307	222
238	305	222
241	305	222
244	303	222
246	302	222
249	301	222
252	300	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
218	194	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
314	221	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
182	161	222
182	161	222
182	160	222
182	160	222
182	159	222
160	160	128
181	159	222
160	160	128
181	158	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
179	142	222
160	160	128
176	143	222
173	145	222
172	145	222
160	160	128
171	145	222
160	160	128
170	146	222
160	160	128
170	146	222
172	141	222
172	141	222
171	141	222
160	160	128
171	141	222
170	142	222
171	139	222
171	139	222
170	139	222
170	139	222
160	160	128
170	138	222
160	160	128
169	138	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
151	126	222
150	126	222
150	126	222
160	160	128
160	160	128
160	160	128
160	160	128
137	101	222
160	160	128
136	102	222
135	103	222
134	104	222
132	104	222
160	160	128
129	103	222
160	160	128
160	160	128
160	160	128
160	160	128
121	100	222
160	160	128
119	100	222
117	99	222
115	98	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
-167	-159	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
142	149	222
160	160	128
141	149	222
160	160	128
141	149	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
150	161	222
150	161	222
150	161	222
150	161	222
150	161	222
150	161	222
150	162	222
150	162	222
150	162	222
150	162	222
150	162	222
150	162	222
150	163	222
150	163	222
150	163	222
150	163	222
150	163	222
150	164	222
150	164	222
150	164	222
150	164	222
150	164	222
150	164	222
150	165	222
150	165	222
150	165	222
150	165	222
151	165	222
151	166	222
151	166	222
151	166	222
151	166	222
151	166	222
151	167	222
151	167	222
151	167	222
151	167	222
151	168	222
151	168	222
151	168	222
151	168	222
151	169	222
160	160	128
151	169	222
160	160	128
151	169	222
160	160	128
151	169	222
151	170	222
160	160	128
151	170	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
135	200	222
135	200	222
137	199	222
138	198	222
139	198	222
140	199	222
141	199	222
142	198	222
143	198	222
143	198	222
144	198	222
145	
